Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
FOXP1 21924763 ChIP-Seq HESCs Human	29/3724	0.7638141172655543	0.999994690962899	0	0	0.8792437227484589	0.236895358454465	PFKFB4;NGLY1;SEMA3B;NDRG1;LRRC1;FSTL3;CYP11A1;UBC;MS4A15;SASH1;STRA6;TFAP2A;GALNT2;GPT2;INSR;ARHGEF16;HPCAL1;PLEKHA5;MTSS1L;INHBA;DGKZ;UNC13D;DDB1;SLC6A6;MYCN;KIF2A;BCL6;CALM1;PPP1R12C
IRF8 21731497 ChIP-ChIP J774 Mouse	2/319	0.7657025673342304	0.999994690962899	0	0	0.7198332318704226	0.19216774345351958	ITGA5;PFKP
TTF2 22483619 ChIP-Seq HELA Human	11/1512	0.7663477603795521	0.999994690962899	0	0	0.82901933690297	0.22061797680838646	RANBP2;SLC6A6;ERRFI1;HDAC2;SLC6A8;NGLY1;UBC;AFAP1;NEAT1;CALM1;SASH1
ETV2 25802403 ChIP-Seq MESCs Mouse	7/1000	0.7675354652615749	0.999994690962899	0	0	0.7998034433807738	0.2116044703217409	P4HA1;OAF;QSOX1;CORO2A;GDPD5;PPP1R12C;TRAM2
PAX6 23342162 ChIP-ChIP BETA-FORBRAIN-LENS Mouse	7/1001	0.768427180192946	0.999994690962899	0	0	0.7989563889360258	0.21045268396441666	MME;ARHGEF16;UBC;SYNJ2;DLGAP2;SASH1;HIST1H2AC
ZFX 18555785 ChIP-Seq MESCs Mouse	25/3249	0.7690607853277436	0.999994690962899	0	0	0.8699009959090604	0.2284231861102322	ERRFI1;HDAC2;NGLY1;MTMR4;FZR1;PORCN;NRIP1;MAN1C1;MGAT3;PHACTR2;RDH13;IGF2BP2;SLC16A3;RANBP2;BNIP3L;GPT2;CSNK2A2;MOCOS;AES;NCOR2;DDB1;ITGA5;CALM1;GPRC5C;ENG
ELK4 26923725 Chip-Seq MESODERM Mouse	3/466	0.7710985411354476	0.999994690962899	0	0	0.7380510735611739	0.19184833482053604	EGLN3;CYP11A1;HTRA4
TFAP2A 17053090 ChIP-ChIP MCF-7 Human	14/1904	0.7759916548897615	0.999994690962899	0	0	0.8356394129979036	0.21192944701866298	GPT2;MOCOS;MTMR4;MID1;DGKZ;UNC13D;CORO1C;ADAMTS20;NCOR2;DDB1;RDH13;CALM1;GPRC5C;PPP1R12C
EP300 21415370 ChIP-Seq HL-1 Mouse	7/1014	0.7797959426858424	0.999994690962899	0	0	0.7880977734174035	0.19601804680551865	SLC6A6;MYCN;GALNT2;SH3BP5;GSE1;PHACTR2;SASH1
PIAS1 25552417 ChIP-Seq VCAP Human	5/749	0.7804766263940072	0.999994690962899	0	0	0.7633688556067588	0.18920134219514892	EGLN3;BCL6;MALAT1;NEAT1;PIK3AP1
MYC 20876797 ChIP-ChIP MEDULLOBLASTOMA Human	10/1406	0.7822532927502691	0.999994690962899	0	0	0.809982948652592	0.19891292914537345	TFAP2A;EGLN3;GALNT2;ALOX5;PLEKHA5;EPS8L1;RDH13;PPP1R12C;BCAT2;ADAMTS20
SOX2 16153702 ChIP-ChIP HESCs Human	9/1278	0.7827913149805495	0.999994690962899	0	0	0.8025428126621692	0.19653401786942623	WWTR1;EGLN3;HDAC2;CPS1;UBC;MGAT3;INHBA;SASH1;STRA6
AR 20517297 ChIP-Seq VCAP Human	15/2047	0.7871496124014052	0.999994690962899	0	0	0.8313970148509917	0.1989840207262627	CSGALNACT1;ERRFI1;PFKFB4;EGLN3;COL27A1;NGLY1;HPCAL1;LIMD1;NDRG1;TRAM2;LRRC1;LEP;MALAT1;DGKI;STRA6
TP63 19390658 ChIP-ChIP HaCaT Human	1/179	0.7902989490442879	0.999994690962899	0	0	0.6417886072641756	0.15104109066567492	TFAP2A
IRF1 21803131 ChIP-Seq MONOCYTES Human	2/345	0.8023752700904181	0.999994690962899	0	0	0.6643820435442347	0.14628288277015516	TFAP2A;MTUS1
POU3F2 20337985 ChIP-ChIP 501MEL Human	12/1702	0.8090369435504015	0.999994690962899	0	0	0.7998970928736815	0.16950675069302992	RANBP2;FGD4;HDAC2;KIF2A;P4HA1;MME;BASP1;DAPK1;MTUS1;PLAC4;SLC7A1;ADAMTS20
SOX2 18358816 ChIP-ChIP MESCs Mouse	5/785	0.8137341033691886	0.999994690962899	0	0	0.7267628205128205	0.14980153041432648	ANKRD37;PORCN;MYCN;MME;MTUS1
TBP 23326641 ChIP-Seq C3H10T1-2 Mouse	7/1057	0.8144805932477198	0.999994690962899	0	0	0.7540963855421686	0.15474410583091966	ERRFI1;CCND3;BCL6;SH3PXD2A;UBC;MTUS1;HIST1H4H
STAT1 20625510 ChIP-Seq HELA Human	4/656	0.8231320666271756	0.999994690962899	0	0	0.6960830580462483	0.13548464679878963	ANXA4;SYNJ2;UNC13D;HIST1H2AC
REST 18959480 ChIP-ChIP MESCs Mouse	21/2868	0.8254135766226083	0.999994690962899	0	0	0.8239975597581942	0.1581009995167274	DAPK1;ANXA4;FLT4;EBI3;SLC2A1;PRKCZ;CPLX1;HK2;SSFA2;ADAMTS20;MYCN;LEP;MGAT3;GSE1;EPS8L1;RDH13;CALM1;PIK3AP1;DLGAP2;STRA6;NEK11
BMI1 19503595 ChIP-Seq MEFsC Mouse	4/661	0.8276153350885792	0.999994690962899	0	0	0.6906054956634514	0.1306672584469884	INPP5B;BNIP3L;INSR;HK2
CDX2 22108803 ChIP-Seq LS180 Human	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	ERRFI1;EBI3;RASSF8;SERPINB9;SYNJ2;ADAMTS20;PSG7;MXI1;UBC;PLEKHM2;FLNB;PLIN2;CALM1;PFKP
RXRA 24833708 ChIP-Seq LIVER Mouse	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	ERRFI1;EGLN3;INSR;HTRA4;HPCAL1;RASSF8;MTMR4;TRAM2;SH3PXD2A;TIMP2;TRIM14;MALAT1;ANGPTL4;PPP1R12C
CEBPB 24764292 ChIP-Seq MC3T3 Mouse	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	BNIP3L;GRAMD1B;SCARB1;TGFB1;CLIC3;RASSF8;ARID3A;UNC13D;AES;SH3PXD2A;UBC;SFXN3;HMG20B;MALAT1
CEBPA 26348894 ChIP-Seq LIVER Mouse	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	GPT2;ANXA4;HPCAL1;CORO2A;GDPD5;DGKZ;CYP19A1;HOPX;HK2;INPP5B;PORCN;EPS8L1;HMG20B;PPP1R12C
POU3F1 26484290 ChIP-Seq ESCss Mouse	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	WWTR1;GRAMD1B;ANKRD37;PLEKHA5;ARID3A;NEAT1;LIMD1;FZR1;BASP1;CYP11A1;MXI1;SH3BP5;GSE1;MFSD2A
STAT1 17558387 ChIP-Seq HELA Human	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	EGLN3;GALNT2;ARHGEF16;PLEKHA5;MTUS1;IL1RAP;ATP2C2;TNFRSF1B;DDB1;MYCN;CPS1;LEP;MXI1;GSE1
NANOG 20526341 ChIP-Seq ESCs Human	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	COL27A1;FLT1;DAPK1;EBI3;RASSF8;GP6;TNFRSF1B;CYP19A1;FZR1;MYCN;SFXN3;MAN1C1;HIST1H2AC;MFSD2A
DPY 21335234 ChIP-Seq ESCs Mouse	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	RANBP2;EGLN3;NGLY1;MTMR4;TRAM2;AES;FSTL3;MYCN;KIF2A;BCL6;UBC;NRIP1;HIST1H4H;PHACTR2
FLI1 21867929 ChIP-Seq CD8 Mouse	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	COL27A1;INSR;MTSS1L;NEAT1;MTMR4;LIMD1;SLC7A1;FSTL3;INPP5B;NCOR2;CCND3;HMG20B;MALAT1;RDH13
CTCF 21964334 ChIP-Seq BJAB-B Human	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	PFKFB4;TGFB1;ARHGEF16;CSNK2A2;RASSF8;ATP2C2;SYNJ2;LIMD1;DDB1;UBC;MAN1C1;FAM83D;PIK3AP1;HIST1H2AC
CEBPB 22108803 ChIP-Seq LS180 Human	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	BNIP3L;CSF1R;ERRFI1;HDAC2;FLT1;HTRA4;EBI3;SERPINB9;ADAMTS20;NCOR2;MYCN;KIF2A;SH3PXD2A;IGF2BP2
NCOR 22424771 ChIP-Seq 293T Human	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	TFAP2A;DIO2;RASSF8;PSG3;ATP11A;GDPD5;LRRC1;OAF;ALOX5;MXI1;MAN1C1;ITGA5;SLC16A3;PFKP
FOXA1 26743006 Chip-Seq LNCaP-abl Human	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	ERRFI1;PFKFB4;GALNT2;INSR;PLEKHA5;PRKCZ;SSFA2;CORO1C;LRRC1;MXI1;SFXN3;CALM1;PIK3AP1;GPRC5C
KDM2B 26808549 Chip-Seq REH Human	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	ARHGEF16;ATP11A;NEAT1;NDRG1;DGKZ;TRAM2;SLC7A1;HK2;MYCN;OBSCN;SH3PXD2A;MALAT1;DGKI;MFSD2A
RING1B 27294783 Chip-Seq NPCs Mouse	14/2000	0.8330734638521133	0.999994690962899	0	0	0.7909897584981664	0.14446118756369755	HDAC2;TGFB1;FLT1;MOCOS;INHBA;DGKZ;PRKCZ;MYCN;BCL6;BASP1;OAF;MXI1;UBC;SLC16A3
MYCN 21190229 ChIP-Seq SHEP-21N Human	2/373	0.8361172629857545	0.999994690962899	0	0	0.6133572926025757	0.10978261923967082	NGLY1;PIK3AP1
CCND1 20090754 ChIP-ChIP RETINA Mouse	15/2137	0.8377907727316755	0.999994690962899	0	0	0.7921085911308892	0.14019283150693976	WWTR1;BNIP3L;PFKFB4;CORO1C;FSTL3;NCOR2;DDB1;MYCN;SLC6A8;MXI1;UBC;SFXN3;HIST1H4H;GSE1;HMG20B
EBNA2 21746931 ChIP-Seq IB4-LCL Human	10/1492	0.8392151873818612	0.999994690962899	0	0	0.759419785897022	0.13311727006285942	INPP5B;SLC6A6;BMP1;LEP;SEMA3B;MTUS1;PAEP;PHACTR2;FLNB;PPP1R12C
NANOG 18358816 ChIP-ChIP MESCs Mouse	8/1232	0.8427754864873407	0.999994690962899	0	0	0.7368983957219252	0.12604992168651216	FGD4;PORCN;MYCN;BASP1;DAPK1;MTUS1;MGAT3;SASH1
CEBPB 23403033 ChIP-Seq LIVER Mouse	2/382	0.8458106408781835	0.999994690962899	0	0	0.5985534010464758	0.10023361677446192	RANBP2;BCL6
FLI1 27457419 Chip-Seq LIVER Mouse	2/393	0.8569535081974138	0.999994690962899	0	0	0.5813852619613825	0.08974937969472743	CPS1;TRAM2
TP53 20018659 ChIP-ChIP R1E Mouse	7/1122	0.8587652281453465	0.999994690962899	0	0	0.7076773461559241	0.10775074232081266	INPP5B;FLT1;ALOX5;HPCAL1;GSE1;DGKZ;ENG
FOXP3 21729870 ChIP-Seq TREG Human	9/1404	0.864616763218596	0.999994690962899	0	0	0.7250983477576711	0.10547927247428143	HDAC2;KIF2A;BCL6;MXI1;UBC;HIST1H4H;ARID3A;QSOX1;LRRC1
SUZ12 16625203 ChIP-ChIP MESCs Mouse	8/1270	0.865358041908912	0.999994690962899	0	0	0.7132497718868559	0.10314443065659223	TGFB1;COL27A1;FLT1;FLT4;MAN1C1;TNFRSF1B;PIK3AP1;ADAMTS20
BCL3 23251550 ChIP-Seq MUSCLE Mouse	5/858	0.8688453188092334	0.999994690962899	0	0	0.6620192039301066	0.09307339151632603	SLC6A6;NEAT1;MTMR4;HK2;BCAT2
IRF4 20064451 ChIP-Seq CD4+T Mouse	6/1000	0.8689881212989107	0.999994690962899	0	0	0.6807190448077688	0.09559053223608951	BNIP3L;DAPK1;INSR;ANXA4;RASSF8;QSOX1
CBP 20019798 ChIP-Seq JUKART Human	6/1000	0.8689881212989107	0.999994690962899	0	0	0.6807190448077688	0.09559053223608951	BNIP3L;DAPK1;INSR;ANXA4;RASSF8;QSOX1
SETDB1 19884257 ChIP-Seq MESCs Mouse	16/2353	0.8774937329859664	0.999994690962899	0	0	0.7626959273280296	0.0996732723465953	ANKRD37;EGLN3;HDAC2;ARID3A;CORO1C;CCND3;P4HA1;BCL6;LEP;SH3BP5;GSE1;MALAT1;RDH13;CALM1;DLGAP2;DGKI
ERG 20887958 ChIP-Seq HPC-7 Mouse	13/1969	0.8803907848464043	0.999994690962899	0	0	0.7423408742331289	0.09456635588591197	RANBP2;GALNT2;NGLY1;HPCAL1;SERPINB9;GDPD5;SSFA2;CCND3;P4HA1;HIST1H4H;GSE1;ATG7;BCAT2
TAF15 26573619 Chip-Seq HEK293 Human	1/247	0.8845822502178496	0.999994690962899	0	0	0.4627765173000567	0.056754809840143895	TFAP2A
MYC 19079543 ChIP-ChIP MESCs Mouse	9/1458	0.8912111432980131	0.999994690962899	0	0	0.696030904408423	0.0801645980873414	SLC6A6;MYCN;UBC;TIMP2;HIST1H4H;ANGPTL4;SLC16A3;SLC7A1;HK2
CREB1 23762244 ChIP-Seq HIPPOCAMPUS Rat	16/2393	0.8927635560554624	0.999994690962899	0	0	0.7481463815921691	0.0848648685754172	RANBP2;BNIP3L;GRAMD1B;EGLN3;SEMA3B;MTMR4;HK2;NCOR2;DDB1;CCND3;MXI1;NRIP1;SFXN3;GSE1;CALM1;ATG7
FOXA1 21572438 ChIP-Seq LNCaP Human	13/2000	0.8930022720780365	0.999994690962899	0	0	0.729491696024157	0.08255376945975097	BNIP3L;MME;DIO2;SERPINB9;ATP11A;CORO2A;CYP19A1;HOPX;MYCN;BMP1;ANGPTL4;PLAC4;NEK11
FOXO3 22982991 ChIP-Seq MACROPHAGES Mouse	13/2000	0.8930022720780365	0.999994690962899	0	0	0.729491696024157	0.08255376945975097	RANBP2;SCARB1;EBI3;CSNK2A2;MOCOS;AFAP1;CCND3;BASP1;NRIP1;TRIM14;NABP1;PHACTR2;PIK3AP1
RARA 24833708 ChIP-Seq LIVER Mouse	13/2000	0.8930022720780365	0.999994690962899	0	0	0.729491696024157	0.08255376945975097	LYN;EGLN3;GALNT2;HTRA4;ACOT11;HPCAL1;MTMR4;TRAM2;UNC13D;SH3PXD2A;NRIP1;MALAT1;ANGPTL4
MNX1 26342078 ChIP-Seq MIN6-4N Mouse	13/2000	0.8930022720780365	0.999994690962899	0	0	0.729491696024157	0.08255376945975097	DAPK1;PLCL2;SLC2A1;ARID3A;INHBA;ADAMTS20;PORCN;MYCN;OBSCN;BASP1;MAN1C1;ITGA5;SASH1
PHF8 20622854 ChIP-Seq HELA Human	13/2000	0.8930022720780365	0.999994690962899	0	0	0.729491696024157	0.08255376945975097	EGLN3;ANXA4;ACOT11;ATP2C2;NEAT1;BMP1;LEP;PAEP;HMG20B;RDH13;HIST1H2AC;PFKP;ENG
SMC4 20622854 ChIP-Seq HELA Human	13/2000	0.8930022720780365	0.999994690962899	0	0	0.729491696024157	0.08255376945975097	CLIC3;ARHGEF16;ATP11A;NEAT1;NDRG1;PRKCZ;BASP1;TIMP2;PLEKHM2;ITGA5;IGF2BP2;NEK11;ENG
RAC3 21632823 ChIP-Seq H3396 Human	13/2000	0.8930022720780365	0.999994690962899	0	0	0.729491696024157	0.08255376945975097	INSR;TNFRSF1B;PRKCZ;CYP19A1;PORCN;SH3PXD2A;FAM153C;LEP;TRIM14;ANGPTL4;IGF2BP2;PIK3AP1;ATG7
FOXH1 21741376 ChIP-Seq EPCs Human	13/2000	0.8930022720780365	0.999994690962899	0	0	0.729491696024157	0.08255376945975097	BNIP3L;CSF1R;COL27A1;RASSF8;MTSS1L;DGKZ;TRAM2;SH3PXD2A;BASP1;PSG6;MXI1;PLEKHM2;ANGPTL4
SOX2 22085726 ChIP-Seq NPCs Mouse	13/2000	0.8930022720780365	0.999994690962899	0	0	0.729491696024157	0.08255376945975097	ARHGEF16;NGLY1;CSNK2A2;SLC2A1;ARID3A;ATP2C2;HOPX;SLC6A8;SH3PXD2A;MAN1C1;GPRC5C;STRA6;NEK11
GATA3 26560356 Chip-Seq TH2 Human	13/2000	0.8930022720780365	0.999994690962899	0	0	0.729491696024157	0.08255376945975097	WWTR1;ERRFI1;MME;IL1RAP;FSTL3;CCND3;FZR1;EBP;CYP11A1;LEP;SFXN3;HMG20B;DLGAP2
CHD1 26751641 Chip-Seq LNCaP Human	13/2000	0.8930022720780365	0.999994690962899	0	0	0.729491696024157	0.08255376945975097	ERRFI1;MME;GALNT2;SLC2A1;LIMD1;SSFA2;DDB1;P4HA1;MXI1;TRIM14;FLNB;QSOX1;CALM1
PBX 27287812 Chip-Seq EMBYONIC-LIMB Mouse	13/2000	0.8930022720780365	0.999994690962899	0	0	0.729491696024157	0.08255376945975097	ERRFI1;DAPK1;SERPINE1;MTSS1L;MID1;UNC13D;AES;OBSCN;CPS1;SH3PXD2A;CYP11A1;LEP;FAM83D
SIN3A 21632747 ChIP-Seq MESCs Mouse	7/1186	0.8936464528550816	0.999994690962899	0	0	0.6669732364572795	0.07499783800915913	MYCN;CSNK2A2;TRIM14;ANGPTL4;PIK3AP1;SLC16A3;CORO1C
ERG 20517297 ChIP-Seq VCAP Human	6/1062	0.9024244844212448	0.999994690962899	0	0	0.6386431682090364	0.06556966398938915	RANBP2;KIF2A;NGLY1;SEMA3B;NDRG1;SLC7A1
TBX5 21415370 ChIP-Seq HL-1 Mouse	15/2296	0.9045973744617792	0.999994690962899	0	0	0.7302759726746542	0.07322135728177932	ANKRD37;HDAC2;GALNT2;SEMA3B;AFAP1;ATP11A;LIMD1;GDPD5;AES;INPP5B;CCND3;FZR1;MAN1C1;PLEKHM2;PFKP
YY1 21170310 ChIP-Seq MESCs Mouse	2/464	0.912885574720977	0.999994690962899	0	0	0.49024075339864814	0.04468286362049931	GRAMD1B;CALM1
ELF5 23300383 ChIP-Seq T47D Human	6/1087	0.913693224559965	0.999994690962899	0	0	0.6230425365734765	0.056236071305210744	LYN;SLC2A1;MALAT1;SYNJ2;MID1;NDRG1
EZH2 27294783 Chip-Seq NPCs Mouse	8/1374	0.914073981372862	0.999994690962899	0	0	0.65525533519677	0.05887060856686427	RANBP2;HDAC2;P4HA1;CPS1;PHACTR2;QSOX1;TRAM2;SASH1
E2F4 21247883 ChIP-Seq LYMPHOBLASTOID Human	20/2998	0.919553631722625	0.999994690962899	0	0	0.7395848422198519	0.06202669509551754	ERRFI1;EGLN3;GALNT2;GPT2;RASSF8;ATP11A;TNFRSF1B;GDPD5;PRKCZ;POU2F3;SLC7A1;CORO1C;DDB1;ALOX5;MXI1;SFXN3;MALAT1;CALM1;PIK3AP1;PFKP
NANOG 16518401 ChIP-PET MESCs Mouse	24/3520	0.9216998365555555	0.999994690962899	0	0	0.7524303902446516	0.06134991246946412	RANBP2;EGLN3;MME;GALNT2;FLT4;PLCL2;NGLY1;SEMA3B;PLEKHA5;INHBA;HK2;SSFA2;LRRC1;FGD4;SLC6A6;PORCN;EBP;BASP1;MAN1C1;MGAT3;ITGA5;DLGAP2;SASH1;STRA6
MYBL2 22936984 ChIP-ChIP MESCs Mouse	14/2250	0.9307614488578697	0.999994690962899	0	0	0.6927071027553695	0.04970330403723216	BNIP3L;HDAC2;COL27A1;UNC13D;CCND3;FZR1;MYCN;BCL6;UBC;HIST1H4H;ATG7;HIST1H2AC;BCAT2;NEK11
HCFC1 20581084 ChIP-Seq MESCs Mouse	1/306	0.9313655193838499	0.999994690962899	0	0	0.3721311475409836	0.0264598156326182	HIST1H4H
EED 16625203 ChIP-ChIP MESCs Mouse	4/830	0.9320371641920068	0.999994690962899	0	0	0.5444646618049487	0.0383208327068956	COL27A1;FLT1;FLT4;GDPD5
NELFA 20434984 ChIP-Seq ESCs Mouse	12/2000	0.9364264085073603	0.999994690962899	0	0	0.66882037567017	0.043931026023220125	DDB1;BNIP3L;ERRFI1;SCARB1;P4HA1;GPT2;UBC;SLC2A1;HIST1H4H;CALM1;MTMR4;LRRC1
GATA6 21074721 ChIP-Seq CACO-2 Mouse	12/2000	0.9364264085073603	0.999994690962899	0	0	0.66882037567017	0.043931026023220125	INPP5B;ERRFI1;OBSCN;ARHGEF16;ACOT11;SLC2A1;MAN1C1;PLEKHM2;QSOX1;TNFRSF1B;PRKCZ;MFSD2A
LDB1 21186366 ChIP-Seq BM-HSCs Mouse	12/2000	0.9364264085073603	0.999994690962899	0	0	0.66882037567017	0.043931026023220125	DDB1;WWTR1;LEP;SEMA3B;PHACTR2;HMG20B;MALAT1;PLIN2;MTMR4;SSFA2;CORO1C;ENG
SOX6 21985497 ChIP-Seq MYOTUBES Mouse	12/2000	0.9364264085073603	0.999994690962899	0	0	0.66882037567017	0.043931026023220125	RANBP2;HDAC2;P4HA1;CPS1;PHACTR2;ARID3A;QSOX1;INHBA;TRAM2;SASH1;AES;FSTL3
KAP1 22055183 ChIP-Seq ESCs Mouse	12/2000	0.9364264085073603	0.999994690962899	0	0	0.66882037567017	0.043931026023220125	SLC6A6;SH3PXD2A;GALNT2;GPT2;FLT4;SERPINE1;SH3BP5;CORO2A;NEAT1;LIMD1;PRKCZ;CORO1C
SOX3 22085726 ChIP-Seq NPCs Mouse	12/2000	0.9364264085073603	0.999994690962899	0	0	0.66882037567017	0.043931026023220125	CSF1R;TGFB1;CPS1;LIMCH1;OAF;DIO2;HMG20B;MALAT1;SERPINB9;NEAT1;CPLX1;LRRC1
ETS1 22383799 ChIP-Seq G1ME Mouse	12/2000	0.9364264085073603	0.999994690962899	0	0	0.66882037567017	0.043931026023220125	FZR1;KIF2A;DAPK1;UBC;SEMA3B;HIST1H4H;GSE1;MALAT1;NEAT1;CALM1;FSTL3;MFSD2A
FLI1 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	12/2000	0.9364264085073603	0.999994690962899	0	0	0.66882037567017	0.043931026023220125	GRAMD1B;FLT1;SH3PXD2A;NRIP1;MAN1C1;HIST1H4H;GSE1;MALAT1;ANGPTL4;IGF2BP2;NEAT1;FAM83D
GRHL2 25758223 ChIP-Seq PLACENTA Mouse	5/1000	0.9375687422200009	0.999994690962899	0	0	0.5632926537449151	0.03631277290120547	PSG4;BASP1;ANXA4;CORO2A;LRRC1
AUTS2 25519132 ChIP-Seq 293T-REX Human	5/1000	0.9375687422200009	0.999994690962899	0	0	0.5632926537449151	0.03631277290120547	FZR1;MME;OAF;EBI3;CORO2A
PCGF2 27294783 Chip-Seq ESCs Mouse	2/512	0.9383266642151686	0.999994690962899	0	0	0.442999656002752	0.028200088690077386	CPS1;TRAM2
ZNF274 21170338 ChIP-Seq K562 Hela	1/327	0.9429790253350141	0.999994690962899	0	0	0.34778499072620916	0.020418887739927786	EGLN3
YY1 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	8/1466	0.9438554053649059	0.999994690962899	0	0	0.6108492330714553	0.035296271716935876	RANBP2;GRAMD1B;ANKRD37;HDAC2;HIST1H4H;MALAT1;INHBA;ATG7
PADI4 21655091 ChIP-ChIP MCF-7 Human	5/1037	0.9491386104920806	0.999994690962899	0	0	0.5420300387596899	0.028294201914558954	CPS1;BASP1;MTMR4;SSFA2;CORO1C
SRF 21415370 ChIP-Seq HL-1 Mouse	9/1634	0.9498283162383554	0.999994690962899	0	0	0.6147016885553471	0.03164117344569432	INPP5B;WWTR1;GPT2;INSR;MXI1;HIST1H4H;SERPINB9;SYNJ2;ATG7
NANOG 18700969 ChIP-ChIP MESCs Mouse	1/344	0.9509319335401643	0.999994690962899	0	0	0.33025967862227945	0.01661628670236408	WWTR1
MYC 18555785 ChIP-Seq MESCs Mouse	6/1200	0.9517055506689297	0.999994690962899	0	0	0.5606776396954835	0.02775331191249481	DDB1;BNIP3L;EBP;CSNK2A2;ANGPTL4;SLC7A1
RNF2 27304074 Chip-Seq NSC Mouse	5/1052	0.9532522500990848	0.999994690962899	0	0	0.5338381771046528	0.025557886984068492	HDAC2;CALM1;LIMD1;GPRC5C;SLC7A1
RNF2 16625203 ChIP-ChIP MESCs Mouse	6/1219	0.9563690242045872	0.999994690962899	0	0	0.5513326191804355	0.024595737556597014	COL27A1;FLT1;FLT4;HIST1H4H;SASH1;HIST1H2AC
HTT 18923047 ChIP-ChIP STHdh Human	2/566	0.9585254263514278	0.999994690962899	0	0	0.39946497449297	0.01692101259979476	KIF2A;MID1
XRN2 22483619 ChIP-Seq HELA Human	8/1529	0.9586400448469121	0.999994690962899	0	0	0.5835395373856912	0.024648487629112405	INPP5B;EGLN3;PSG4;UBC;MALAT1;NEAT1;CALM1;MID1
ELK1 19687146 ChIP-ChIP HELA Human	4/916	0.9593542185157362	0.999994690962899	0	0	0.4908906882591093	0.02036946489142835	P4HA1;MTUS1;HIST1H4H;MTMR4
HOXB4 20404135 ChIP-ChIP EML Mouse	10/1824	0.9595737391449354	0.999994690962899	0	0	0.6092017775853789	0.025139390521342644	LYN;RANBP2;EBP;HDAC2;NRIP1;HIST1H4H;GSE1;SYNJ2;MTMR4;HIST1H2AC
ER 23166858 ChIP-Seq MCF-7 Human	4/920	0.9603373291894038	0.999994690962899	0	0	0.48864370429704657	0.019775738919759086	PLCL2;SERPINE1;DIO2;CYP19A1
PHC1 16625203 ChIP-ChIP MESCs Mouse	4/922	0.9608206471072658	0.999994690962899	0	0	0.48752755540085857	0.01948526680999402	BNIP3L;COL27A1;FLT1;FLT4
REST 19997604 ChIP-ChIP NEURONS Mouse	12/2118	0.9614445164983638	0.999994690962899	0	0	0.6271699315177576	0.0246593312605887	ERRFI1;PORCN;BMP1;P4HA1;BCL6;CYP11A1;GSE1;ATP11A;MID1;CYP19A1;TRAM2;HIST1H2AC
CDX2 21402776 ChIP-Seq INTESTINAL-VILLUS Mouse	11/2000	0.9652755290540216	0.999994690962899	0	0	0.6089603932741188	0.021521693132355444	RANBP2;EGLN3;HDAC2;MYCN;P4HA1;CPS1;HPCAL1;PHACTR2;QSOX1;TRAM2;SASH1
OCT4 21477851 ChIP-Seq ESCs Mouse	11/2000	0.9652755290540216	0.999994690962899	0	0	0.6089603932741188	0.021521693132355444	RANBP2;HDAC2;OBSCN;P4HA1;CPS1;FLT4;PHACTR2;ARID3A;QSOX1;TRAM2;SASH1
CTCF 21964334 Chip-Seq Bcells Human	11/2000	0.9652755290540216	0.999994690962899	0	0	0.6089603932741188	0.021521693132355444	GALNT2;ARHGEF16;DIO2;MAN1C1;TRIM14;SYNJ2;TNFRSF1B;PIK3AP1;GDPD5;UNC13D;SSFA2
SPI1 26923725 Chip-Seq MACROPHAGESS Mouse	11/2000	0.9652755290540216	0.999994690962899	0	0	0.6089603932741188	0.021521693132355444	ERRFI1;EGLN3;BCL6;GALNT2;MGAT3;TRIM14;PLEKHM2;MALAT1;ATP11A;ANGPTL4;IGF2BP2
ESRRB 18555785 ChIP-Seq MESCs Mouse	7/1434	0.9687307252100636	0.999994690962899	0	0	0.5437306338176814	0.017273558332839355	WWTR1;MME;BASP1;OAF;MOCOS;MTUS1;RDH13
CTBP1 25329375 ChIP-Seq LNCAP Human	5/1145	0.9727029711500211	0.999994690962899	0	0	0.4878602756892231	0.013502272029443702	NCOR2;SCARB1;BASP1;PLCL2;MOCOS
